Potential (V),Current (A)
0.474167589,-7.11E-05
0.462206042,-7.90E-05
0.449937788,-8.39E-05
0.437976241,-8.57E-05
0.426014694,-8.47E-05
0.41374644,-8.17E-05
0.401784893,-7.75E-05
0.390130052,-7.29E-05
0.377861798,-6.82E-05
0.365900251,-6.41E-05
0.35424541,-6.07E-05
0.341977157,-5.74E-05
0.330322316,-5.47E-05
0.318360768,-5.24E-05
0.305785808,-5.02E-05
0.294130967,-4.83E-05
0.28216942,-4.69E-05
0.270514579,-4.53E-05
0.257939619,-4.42E-05
0.246284778,-4.29E-05
0.234323231,-4.19E-05
0.222361684,-4.10E-05
0.21009343,-4.00E-05
0.198745296,-3.92E-05
0.185863629,-3.85E-05
0.174208789,-3.78E-05
0.162247241,-3.71E-05
0.150285694,-3.65E-05
0.138324147,-3.60E-05
0.126055893,-3.53E-05
0.114094346,-3.49E-05
0.102132799,-3.43E-05
0.090171251,-3.40E-05
0.078209704,-3.34E-05
0.06594145,-3.31E-05
0.053979903,-3.26E-05
0.042631769,-3.24E-05
0.030670221,-3.22E-05
0.017481849,-3.18E-05
0.006133714,-3.18E-05
-0.005521127,-3.16E-05
-0.017482674,-3.18E-05
-0.029750928,-3.22E-05
-0.041405769,-3.26E-05
-0.053674022,-3.34E-05
-0.065635569,-3.43E-05
-0.07729041,-3.51E-05
-0.08986537,-3.66E-05
-0.101826918,-3.78E-05
-0.113788465,-3.92E-05
-0.126056718,-4.07E-05
-0.137711559,-4.19E-05
-0.149673107,-4.32E-05
-0.161634654,-4.45E-05
-0.174209614,-4.54E-05
-0.185557748,-4.61E-05
-0.198132708,-4.67E-05
-0.209787549,-4.71E-05
-0.221749097,-4.73E-05
-0.233403938,-4.75E-05
-0.245672191,-4.76E-05
-0.257633738,-4.77E-05
-0.269595286,-4.77E-05
-0.281863539,-4.76E-05
-0.29351838,-4.76E-05
-0.305479927,-4.76E-05
-0.317441475,-4.76E-05
-0.329403022,-4.76E-05
-0.341671276,-4.79E-05
-0.353632823,-4.82E-05
-0.365901076,-4.84E-05
-0.377555917,-4.86E-05
-0.389517465,-4.88E-05
-0.39657171,-4.79E-05
-0.384303457,-4.56E-05
-0.373262029,-4.38E-05
-0.361300481,-4.24E-05
-0.348418815,-4.15E-05
-0.33707068,-4.03E-05
-0.324495721,-3.95E-05
-0.31284088,-3.85E-05
-0.300879332,-3.77E-05
-0.288611079,-3.70E-05
-0.276956238,-3.63E-05
-0.264687984,-3.56E-05
-0.25333985,-3.48E-05
-0.24076489,-3.42E-05
-0.228803342,-3.35E-05
-0.216841795,-3.26E-05
-0.204573542,-3.21E-05
-0.192918701,-3.13E-05
-0.180650447,-3.04E-05
-0.169302312,-2.95E-05
-0.156727352,-2.86E-05
-0.145072512,-2.78E-05
-0.133417671,-2.69E-05
-0.120842711,-2.59E-05
-0.108881163,-2.50E-05
-0.096919616,-2.40E-05
-0.084651363,-2.30E-05
-0.073303228,-2.19E-05
-0.060421562,-2.10E-05
-0.049073427,-2.00E-05
-0.037418586,-1.91E-05
-0.02453692,-1.83E-05
-0.012268666,-1.73E-05
-0.000613825,-1.65E-05
0.011347722,-1.55E-05
0.023309269,-1.46E-05
0.034657404,-1.37E-05
0.046925657,-1.25E-05
0.058887205,-1.12E-05
0.071155458,-9.72E-06
0.083117005,-8.10E-06
0.095078553,-6.55E-06
0.106733394,-4.94E-06
0.119001647,-3.21E-06
0.130656488,-1.54E-06
0.142924742,2.01E-08
0.154579583,1.58E-06
0.167154543,2.60E-06
0.17911609,3.32E-06
0.191077637,3.39E-06
0.203039184,2.88E-06
0.215307438,1.90E-06
0.226962279,4.84E-07
0.238923826,-8.87E-07
0.250885374,-2.05E-06
0.262540214,-3.11E-06
0.274808468,-4.14E-06
0.287690134,-4.85E-06
0.298731563,-5.46E-06
0.310999816,-5.92E-06
0.323574776,-6.25E-06
0.334616204,-6.33E-06
0.346884458,-6.24E-06
0.358846005,-5.80E-06
0.371114259,-5.11E-06
0.383075806,-4.05E-06
0.394730647,-2.42E-06
0.407612313,1.33E-07
0.419267154,3.61E-06
0.430921995,8.41E-06
0.442576836,1.49E-05
0.45484509,2.32E-05
0.466499931,3.28E-05
0.479381597,4.38E-05
0.491036438,5.59E-05
0.503304691,6.77E-05
0.514959532,7.82E-05
0.526614373,8.67E-05
0.538575921,9.21E-05
0.551150881,9.38E-05
0.563112428,9.21E-05
0.574767269,8.80E-05
0.587035522,8.26E-05
0.598690363,7.71E-05
0.610958617,7.18E-05
0.62322687,6.72E-05
0.635188418,6.31E-05
0.647149965,5.95E-05
0.659111512,5.67E-05
0.67107306,5.40E-05
0.682421194,5.17E-05
0.694689448,5.01E-05
0.706650995,4.85E-05
0.718919249,4.69E-05
0.730880796,4.56E-05
0.742535637,4.47E-05
0.75480389,4.35E-05
0.767072144,4.26E-05
0.779033691,4.18E-05
0.790688532,4.09E-05
0.797742778,3.55E-05
0.785167818,3.14E-05
0.773819683,2.91E-05
0.761244724,2.73E-05
0.748669764,2.58E-05
0.737014923,2.45E-05
0.725360082,2.32E-05
0.713091828,2.21E-05
0.701130281,2.12E-05
0.689168734,2.04E-05
0.67690048,1.96E-05
0.665245639,1.87E-05
0.652977385,1.77E-05
0.641322545,1.68E-05
0.629054291,1.59E-05
0.61739945,1.46E-05
0.605131196,1.28E-05
0.593476355,1.02E-05
0.581208102,7.45E-06
0.568939848,3.36E-06
0.557285007,-2.01E-06
0.545016754,-9.05E-06
0.533668619,-1.78E-05
0.521400366,-2.76E-05
0.509438818,-3.91E-05
0.496863858,-5.06E-05
0.485209017,-6.19E-05
0.473554176,-7.16E-05
0.461285923,-7.96E-05
0.449324376,-8.41E-05
0.437362828,-8.58E-05
0.425094575,-8.43E-05
0.413133027,-8.10E-05
0.401478187,-7.65E-05
0.389209933,-7.16E-05
0.376941679,-6.71E-05
0.365286838,-6.28E-05
0.353325291,-5.94E-05
0.341057038,-5.60E-05
0.32909549,-5.34E-05
0.317440649,-5.09E-05
0.305172396,-4.89E-05
0.293517555,-4.71E-05
0.281249301,-4.54E-05
0.269287754,-4.40E-05
0.257326207,-4.26E-05
0.245364659,-4.15E-05
0.233096406,-4.06E-05
0.221441565,-3.95E-05
0.209173311,-3.87E-05
0.19751847,-3.80E-05
0.18494351,-3.73E-05
0.173288669,-3.64E-05
0.161327122,-3.59E-05
0.149672281,-3.52E-05
0.137710734,-3.48E-05
0.12544248,-3.43E-05
0.113174227,-3.38E-05
0.100905973,-3.33E-05
0.089864545,-3.29E-05
0.076982879,-3.25E-05
0.065634744,-3.21E-05
0.053673197,-3.17E-05
0.041404943,-3.14E-05
0.02913669,-3.11E-05
0.017481849,-3.10E-05
0.005520301,-3.11E-05
-0.006747952,-3.10E-05
-0.018096087,-3.10E-05
-0.030671047,-3.14E-05
-0.042632594,-3.20E-05
-0.054900848,-3.27E-05
-0.066555688,-3.36E-05
-0.078517236,-3.46E-05
-0.091092196,-3.58E-05
-0.10244033,-3.71E-05
-0.114401878,-3.85E-05
-0.126670131,-3.97E-05
-0.138631678,-4.10E-05
-0.149979813,-4.21E-05
-0.162861479,-4.32E-05
-0.174823027,-4.39E-05
-0.186477867,-4.46E-05
-0.198746121,-4.51E-05
-0.210707668,-4.53E-05
-0.222362509,-4.56E-05
-0.234324057,-4.59E-05
-0.24659231,-4.58E-05
-0.258247151,-4.58E-05
-0.270208698,-4.57E-05
-0.282476952,-4.57E-05
-0.294131793,-4.57E-05
-0.306706753,-4.56E-05
-0.3186683,-4.56E-05
-0.330323141,-4.57E-05
-0.342591395,-4.58E-05
-0.354552942,-4.61E-05
-0.366821195,-4.63E-05
-0.378782743,-4.66E-05
-0.390437584,-4.68E-05
-0.396265004,-4.55E-05
-0.384303457,-4.34E-05
-0.372035203,-4.17E-05
-0.35976695,-4.03E-05
-0.348418815,-3.94E-05
-0.335843855,-3.83E-05
-0.323882308,-3.74E-05
-0.311920761,-3.67E-05
-0.299959213,-3.58E-05
-0.28769096,-3.52E-05
-0.276649531,-3.45E-05
-0.263767865,-3.39E-05
-0.251806318,-3.31E-05
-0.239844771,-3.26E-05
-0.227576517,-3.18E-05
-0.216228382,-3.12E-05
-0.203960129,-3.04E-05
-0.192305288,-2.97E-05
-0.180037034,-2.89E-05
-0.168382193,-2.82E-05
-0.156420646,-2.75E-05
-0.144152393,-2.65E-05
-0.131884139,-2.57E-05
-0.119922592,-2.46E-05
-0.107961044,-2.40E-05
-0.09661291,-2.28E-05
-0.08403795,-2.19E-05
-0.071769696,-2.09E-05
-0.060114855,-2.00E-05
-0.047846602,-1.91E-05
-0.035885054,-1.82E-05
-0.023616801,-1.75E-05
-0.012575373,-1.66E-05
-4.13E-07,-1.58E-05
0.011961135,-1.48E-05
0.024229388,-1.41E-05
0.035884229,-1.30E-05
0.048152483,-1.21E-05
0.059500617,-1.08E-05
0.071768871,-9.59E-06
0.083423712,-7.97E-06
0.095998672,-6.54E-06
0.107653513,-4.70E-06
0.11961506,-2.85E-06
0.131576607,-1.26E-06
0.143844861,4.70E-07
0.155192995,1.84E-06
0.167767955,3.31E-06
0.180036209,3.84E-06
0.192304463,4.04E-06
0.203652597,3.51E-06
0.215920851,2.44E-06
0.227882398,1.19E-06
0.240457358,-2.01E-07
0.251805493,-1.58E-06
0.264073746,-2.60E-06
0.275728587,-3.48E-06
0.287996841,-4.43E-06
0.300265094,-5.02E-06
0.311919935,-5.53E-06
0.323881482,-5.73E-06
0.336149736,-5.78E-06
0.348111283,-5.62E-06
0.360072831,-5.07E-06
0.372034378,-4.24E-06
0.383689219,-3.04E-06
0.396264179,-1.28E-06
0.40791902,1.12E-06
0.419880567,4.46E-06
0.432148821,9.55E-06
0.443803661,1.63E-05
0.456071915,2.44E-05
0.467726756,3.44E-05
0.479688303,4.56E-05
0.492263263,5.77E-05
0.503611398,6.94E-05
0.516186358,7.99E-05
0.528147905,8.82E-05
0.540109452,9.33E-05
0.552071,9.50E-05
0.56372584,9.31E-05
0.575380681,8.88E-05
0.587955641,8.35E-05
0.599917189,7.78E-05
0.61157203,7.27E-05
0.623840283,6.78E-05
0.635495124,6.38E-05
0.647456671,6.04E-05
0.660031631,5.75E-05
0.671686472,5.50E-05
0.683954726,5.27E-05
0.695916273,5.09E-05
0.70787782,4.94E-05
0.72045278,4.80E-05
0.731494209,4.69E-05
0.743762462,4.58E-05
0.755724009,4.49E-05
0.76737885,4.41E-05
0.77995381,4.32E-05
0.791608651,4.25E-05
0.796209246,3.67E-05
0.783940993,3.27E-05
0.772286152,3.03E-05
0.760017898,2.82E-05
0.748363057,2.66E-05
0.736094804,2.51E-05
0.724439963,2.39E-05
0.712171709,2.26E-05
0.700210162,2.15E-05
0.688555321,2.06E-05
0.676593774,1.96E-05
0.66432552,1.88E-05
0.652670679,1.80E-05
0.640709132,1.69E-05
0.628747585,1.58E-05
0.616479331,1.43E-05
0.604517784,1.24E-05
0.59224953,1.01E-05
0.580594689,7.15E-06
0.568633142,2.99E-06
0.556671595,-2.70E-06
0.544403341,-9.84E-06
0.532135087,-1.86E-05
0.520480247,-2.89E-05
0.508518699,-4.02E-05
0.496250446,-5.20E-05
0.484288898,-6.34E-05
0.472634057,-7.32E-05
0.460365804,-8.08E-05
0.448710963,-8.53E-05
0.436136003,-8.66E-05
0.424174456,-8.50E-05
0.411906202,-8.15E-05
0.400864774,-7.70E-05
0.38859652,-7.21E-05
0.37602156,-6.77E-05
0.364366719,-6.36E-05
0.352711878,-5.99E-05
0.340136919,-5.67E-05
0.328788784,-5.39E-05
0.316827237,-5.14E-05
0.304558983,-4.93E-05
0.292597436,-4.76E-05
0.280329182,-4.59E-05
0.268367635,-4.45E-05
0.256406088,-4.32E-05
0.24444454,-4.21E-05
0.232176287,-4.11E-05
0.220521446,-4.02E-05
0.208253192,-3.93E-05
0.196598351,-3.85E-05
0.184636804,-3.76E-05
0.172675257,-3.70E-05
0.161020416,-3.64E-05
0.14813875,-3.58E-05
0.137097321,-3.53E-05
0.124522361,-3.48E-05
0.112560814,-3.42E-05
0.100599267,-3.39E-05
0.088331013,-3.34E-05
0.076369466,-3.31E-05
0.064714625,-3.27E-05
0.052446371,-3.24E-05
0.041098237,-3.22E-05
0.028216571,-3.18E-05
0.01656173,-3.16E-05
0.004600182,-3.15E-05
-0.007974778,-3.17E-05
-0.019629618,-3.19E-05
-0.031591166,-3.20E-05
-0.043552713,-3.25E-05
-0.055820967,-3.35E-05
-0.067169101,-3.42E-05
-0.080050767,-3.54E-05
-0.091705608,-3.65E-05
-0.103360449,-3.79E-05
-0.115321997,-3.91E-05
-0.127283544,-4.03E-05
-0.139245091,-4.17E-05
-0.151206638,-4.25E-05
-0.163168186,-4.37E-05
-0.175129733,-4.42E-05
-0.187397986,-4.50E-05
-0.199359534,-4.52E-05
-0.211321081,-4.57E-05
-0.223282628,-4.58E-05
-0.235244176,-4.60E-05
-0.247205723,-4.60E-05
-0.25916727,-4.58E-05
-0.271435524,-4.59E-05
-0.283090365,-4.57E-05
-0.295665325,-4.58E-05
-0.307013459,-4.56E-05
-0.318975006,-4.56E-05
-0.33124326,-4.58E-05
-0.343511514,-4.60E-05
-0.355473061,-4.59E-05
-0.367127902,-4.61E-05
-0.379396155,-4.65E-05
-0.391357703,-4.69E-05
-0.395038179,-4.53E-05
-0.383383338,-4.31E-05
-0.370808378,-4.16E-05
-0.359153537,-4.03E-05
-0.347498696,-3.93E-05
-0.335230442,-3.83E-05
-0.323268895,-3.72E-05
-0.311307348,-3.66E-05
-0.299345801,-3.60E-05
-0.286464134,-3.51E-05
-0.275116,-3.45E-05
-0.263154453,-3.39E-05
-0.251192905,-3.31E-05
-0.239231358,-3.24E-05
-0.227269811,-3.20E-05
-0.215308263,-3.13E-05
-0.203346716,-3.07E-05
-0.191691875,-3.00E-05
-0.179116915,-2.93E-05
-0.166848662,-2.85E-05
-0.154887114,-2.75E-05
-0.143232274,-2.68E-05
-0.131270726,-2.59E-05
-0.119002473,-2.52E-05
-0.107040925,-2.40E-05
-0.095079378,-2.33E-05
-0.083731244,-2.24E-05
-0.07146299,-2.15E-05
-0.059194736,-2.06E-05
-0.047846602,-1.96E-05
-0.034964935,-1.88E-05
-0.023003388,-1.81E-05
-0.011348547,-1.72E-05
0.000613,-1.64E-05
0.01318796,-1.56E-05
0.024536095,-1.48E-05
0.036497642,-1.37E-05
0.049072602,-1.28E-05
0.060727443,-1.16E-05
0.07268899,-1.05E-05
0.084957244,-8.83E-06
0.097225497,-7.02E-06
0.108880338,-5.37E-06
0.120535179,-3.91E-06
0.132496726,-2.12E-06
0.145071686,-2.91E-07
0.156726527,1.28E-06
0.168994781,2.65E-06
0.180649622,3.51E-06
0.192611169,3.58E-06
0.20426601,2.89E-06
0.21684097,2.03E-06
0.228495811,6.73E-07
0.240764064,-6.56E-07
0.252725612,-1.92E-06
0.264687159,-3.02E-06
0.276648706,-4.03E-06
0.28891696,-4.64E-06
0.300878507,-5.51E-06
0.312840054,-5.53E-06
0.324494895,-6.11E-06
0.337069855,-5.80E-06
0.348724696,-5.85E-06
0.36099295,-5.23E-06
0.372341084,-4.47E-06
0.384916044,-3.49E-06
0.396264179,-1.72E-06
0.408839139,9.31E-07
0.420800686,4.54E-06
0.432762233,9.60E-06
0.445030487,1.62E-05
0.456685328,2.45E-05
0.468646875,3.47E-05
0.480915129,4.59E-05
0.492876676,5.78E-05
0.50514493,6.97E-05
0.516493064,8.03E-05
0.529068024,8.83E-05
0.540722865,9.34E-05
0.552377706,9.46E-05
0.564645959,9.28E-05
0.576914213,8.84E-05
0.588569054,8.30E-05
0.600837308,7.72E-05
0.612798855,7.21E-05
0.624760402,6.73E-05
0.637028656,6.35E-05
0.64837679,6.01E-05
0.660031631,5.70E-05
0.672606591,5.47E-05
0.685181551,5.23E-05
0.696529686,5.07E-05
0.708491233,4.90E-05
0.720759487,4.77E-05
0.732721034,4.65E-05
0.744682581,4.56E-05
0.756644128,4.47E-05
0.768298969,4.39E-05
0.780567223,4.33E-05
0.793142183,4.24E-05
0.795289127,3.63E-05
0.783020874,3.23E-05
0.771672739,2.98E-05
0.759711192,2.79E-05
0.747136232,2.61E-05
0.735174685,2.47E-05
0.72382655,2.33E-05
0.71125159,2.22E-05
0.699596749,2.11E-05
0.687635202,2.00E-05
0.675366948,1.94E-05
0.663712107,1.82E-05
0.651443854,1.74E-05
0.6391756,1.63E-05
0.627214053,1.52E-05
0.615559212,1.37E-05
0.603290958,1.17E-05
0.591329411,9.31E-06
0.57967457,6.03E-06
0.567713023,1.86E-06
0.555444769,-3.90E-06
0.543483222,-1.12E-05
0.531828381,-2.03E-05
0.519560127,-3.06E-05
0.506985168,-4.20E-05
0.49502362,-5.38E-05
0.483675486,-6.52E-05
0.471407232,-7.49E-05
0.459752391,-8.22E-05
0.447484138,-8.66E-05
0.435829297,-8.76E-05
0.423561043,-8.59E-05
0.411599496,-8.21E-05
0.399637949,-7.76E-05
0.387676401,-7.27E-05
0.375408148,-6.83E-05
0.3634466,-6.42E-05
0.351791759,-6.04E-05
0.339523506,-5.75E-05
0.327561959,-5.48E-05
0.315293705,-5.22E-05
0.303332158,-5.00E-05
0.291677317,-4.84E-05
0.280022476,-4.68E-05
0.268060929,-4.52E-05
0.255792675,-4.38E-05
0.243831128,-4.28E-05
0.231256168,-4.18E-05
0.219294621,-4.07E-05
0.207946486,-4.00E-05
0.195678232,-3.91E-05
0.183409979,-3.84E-05
0.171755138,-3.77E-05
0.159486884,-3.71E-05
0.147525337,-3.65E-05
0.135870496,-3.60E-05
0.123908949,-3.56E-05
0.111640695,-3.50E-05
0.099372442,-3.45E-05
0.087410894,-3.40E-05
0.075756053,-3.37E-05
0.0634878,-3.34E-05
0.052139665,-3.30E-05
0.039564705,-3.27E-05
0.027909864,-3.25E-05
0.015948317,-3.23E-05
0.00398677,-3.22E-05
-0.00858819,-3.22E-05
-0.020243031,-3.26E-05
-0.032511285,-3.28E-05
-0.044472832,-3.34E-05
-0.056434379,-3.42E-05
-0.068395927,-3.49E-05
-0.079744061,-3.60E-05
-0.092319021,-3.74E-05
-0.103973862,-3.84E-05
-0.116242116,-3.99E-05
-0.128203663,-4.11E-05
-0.140471916,-4.20E-05
-0.152433464,-4.31E-05
-0.164088305,-4.40E-05
-0.176356558,-4.45E-05
-0.188011399,-4.51E-05
-0.200279653,-4.57E-05
-0.211934494,-4.58E-05
-0.224202747,-4.60E-05
-0.235857588,-4.60E-05
-0.248432548,-4.61E-05
-0.260087389,-4.60E-05
-0.272048936,-4.59E-05
-0.284623896,-4.58E-05
-0.296278737,-4.57E-05
-0.307626872,-4.57E-05
-0.320201832,-4.58E-05
-0.332470085,-4.58E-05
-0.344124926,-4.59E-05
-0.356086474,-4.59E-05
-0.368661434,-4.63E-05
-0.380009568,-4.64E-05
-0.392277822,-4.69E-05
-0.39411806,-4.49E-05
-0.382156512,-4.29E-05
-0.370194965,-4.13E-05
-0.358233418,-4.00E-05
-0.346578577,-3.89E-05
-0.334310323,-3.80E-05
-0.32204207,-3.71E-05
-0.310693935,-3.63E-05
-0.298732388,-3.56E-05
-0.286464134,-3.50E-05
-0.273889174,-3.42E-05
-0.262234333,-3.35E-05
-0.250579493,-3.31E-05
-0.238004533,-3.25E-05
-0.226349692,-3.19E-05
-0.215001557,-3.11E-05
-0.201813184,-3.04E-05
-0.190158344,-2.97E-05
-0.178196796,-2.91E-05
-0.166541955,-2.83E-05
-0.154580408,-2.76E-05
-0.142312154,-2.69E-05
-0.129737195,-2.59E-05
-0.11838906,-2.52E-05
-0.106427513,-2.43E-05
-0.094159259,-2.32E-05
-0.082197712,-2.25E-05
-0.070236165,-2.15E-05
-0.058581324,-2.06E-05
-0.046619776,-1.99E-05
-0.034351523,-1.88E-05
-0.022389976,-1.82E-05
-0.010121722,-1.74E-05
0.001533119,-1.65E-05
0.013494666,-1.59E-05
0.025456214,-1.49E-05
0.037417761,-1.40E-05
0.049686014,-1.32E-05
0.061340855,-1.18E-05
0.073609109,-1.07E-05
0.085570656,-9.29E-06
0.097225497,-7.70E-06
0.109493751,-5.93E-06
0.121148592,-4.03E-06
0.134030258,-2.19E-06
0.145378393,-5.89E-07
0.157953352,9.86E-07
0.169608193,2.47E-06
0.181876447,3.36E-06
0.193837994,3.55E-06
0.205492835,2.94E-06
0.217454382,1.91E-06
0.229109223,6.90E-07
0.241377477,-8.14E-07
