Potential (V),Current (A)
-0.034658229,-1.62E-05
-0.022389976,-1.54E-05
-0.010121722,-1.47E-05
0.001839825,-1.41E-05
0.01318796,-1.39E-05
0.025456214,-1.35E-05
0.037724467,-1.29E-05
0.049686014,-1.21E-05
0.061034149,-1.15E-05
0.073609109,-1.11E-05
0.085570656,-1.08E-05
0.097532203,-1.05E-05
0.108880338,-1.01E-05
0.121455298,-9.63E-06
0.133723552,-9.33E-06
0.145378393,-9.11E-06
0.157033233,-8.93E-06
0.169301487,-8.62E-06
0.181569741,-8.49E-06
0.192917875,-8.14E-06
0.205492835,-8.07E-06
0.217454382,-7.96E-06
0.22941593,-8.05E-06
0.241377477,-8.39E-06
0.253339024,-8.64E-06
0.265300572,-8.61E-06
0.277568825,-8.57E-06
0.289223666,-8.42E-06
0.302105332,-8.52E-06
0.313453467,-8.71E-06
0.325415014,-8.72E-06
0.337376561,-8.50E-06
0.349031402,-8.19E-06
0.36099295,-7.75E-06
0.37356791,-7.19E-06
0.385529457,-6.48E-06
0.397184298,-4.96E-06
0.409452551,-3.22E-06
0.421414099,-1.20E-06
0.433375646,2.01E-06
0.4456439,6.28E-06
0.45729874,1.07E-05
0.469566994,1.64E-05
0.481528541,2.30E-05
0.493490089,2.94E-05
0.50514493,3.60E-05
0.517413183,4.20E-05
0.529681437,4.68E-05
0.541029571,5.06E-05
0.553604531,5.28E-05
0.565259372,5.39E-05
0.576914213,5.37E-05
0.589182467,5.28E-05
0.600837308,5.13E-05
0.613412268,4.95E-05
0.625373815,4.74E-05
0.637335362,4.54E-05
0.648990203,4.34E-05
0.66095175,4.13E-05
