Potential (V),Current (A),
-0.25855385740444,-4.54E-05,-45.4109407186999
-0.270822111009384,-4.59E-05,-45.9016708628977
-0.282170245593957,-4.62E-05,-46.2267795834287
-0.294438499198901,-4.64E-05,-46.4046692607004
-0.306706752803845,-4.67E-05,-46.6684367132067
-0.318668300068666,-4.67E-05,-46.7359121080339
-0.330323140993362,-4.69E-05,-46.8708628976883
-0.342591394598306,-4.69E-05,-46.8585946440833
-0.355166354543374,-4.69E-05,-46.9444724193179
-0.366514489127947,-4.71E-05,-47.0978255893797
-0.378782742732891,-4.72E-05,-47.1714351110094
-0.390437583657588,-4.73E-05,-47.3370565346761
-0.395651591439689,-4.60E-05,-46.0304875257496
-0.383996750514992,-4.40E-05,-44.0123598077363
-0.372035203250172,-4.26E-05,-42.6444495307851
-0.359766949645228,-4.14E-05,-41.4237582970932
-0.348418815060655,-4.03E-05,-40.2766765850309
-0.336150561455711,-3.92E-05,-39.2277409018082
-0.323882307850767,-3.84E-05,-38.3996337834745
-0.31222746692607,-3.75E-05,-37.5040512703136
-0.30026591966125,-3.66E-05,-36.5716639963378
-0.288611078736553,-3.57E-05,-35.7312886243992
-0.276342825131609,-3.48E-05,-34.7989013504234
-0.263767865186542,-3.39E-05,-33.8542458228428
-0.252113024261845,-3.30E-05,-32.9525291828794
-0.239538064316777,-3.20E-05,-32.0140077821012
-0.228496636072328,-3.11E-05,-31.0938887617304
-0.216228382467384,-3.00E-05,-30.0326848249027
-0.204266835202563,-2.90E-05,-28.9714808880751
-0.19199858159762,-2.80E-05,-27.996154726482
-0.180037034332799,-2.68E-05,-26.7877317463951
-0.168075487067979,-2.57E-05,-25.7326619363699
-0.155807233463035,-2.45E-05,-24.5303730830854
-0.144152392538338,-2.35E-05,-23.4875715266651
-0.132497551613642,-2.23E-05,-22.3404898146029
-0.120536004348821,-2.13E-05,-21.2976882581827
-0.108267750743877,-2.03E-05,-20.3468986037995
-0.0959994971389334,-1.94E-05,-19.4390478370336
-0.0840379498741131,-1.86E-05,-18.6477454795148
-0.0723831089494163,-1.79E-05,-17.8871137560082
-0.060421561684596,-1.71E-05,-17.1326161593042
